
*************************************************************
                       POINT NUMBER = 1
*************************************************************
DyFeO3                  ref        calc    error^2    %P.R.E.
cell(2_x)              0.9670     0.9711  1.6794e-05    0.42
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3912     0.3900  1.5525e-06    0.32
cell(3_y)              0.1521     0.1510  1.1946e-06    0.72
cell(3_z)              0.3800     0.3810  9.5844e-07    0.26
cell(4_x)              0.3912     0.3898  2.0051e-06    0.36
cell(4_y)              0.1521     0.1509  1.4982e-06    0.80
cell(4_z)              0.3800     0.3811  1.2078e-06    0.29
cell(Volume)        1110.3255  1134.7953  5.9877e+02    2.20
cell(a)               10.3550    10.4305  5.7028e-03    0.73
cell(b)               10.3550    10.4305  5.7028e-03    0.73
cell(c)               10.3550    10.4305  5.7028e-03    0.73
-------------------------------------------------------------
PrFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4563     0.4820  6.5987e-04    5.63
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0090     0.0020  4.8539e-05   77.41
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5212     0.5142  4.9533e-05    1.35
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5817     0.5548  7.2388e-04    4.63
cell(4_x)              0.2081     0.2187  1.1327e-04    5.11
cell(4_y)              0.0437     0.0285  2.3217e-04   34.87
cell(4_z)              0.2925     0.2817  1.1636e-04    3.69
cell(5_x)              0.5212     0.5145  4.5428e-05    1.29
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5817     0.5550  7.1188e-04    4.59
cell(6_x)              0.2081     0.2186  1.1078e-04    5.06
cell(6_y)              0.0437     0.0286  2.2858e-04   34.60
cell(6_z)              0.2925     0.2818  1.1436e-04    3.66
cell(Volume)         238.0849   243.3033  2.7232e+01    2.19
cell(a)                5.5780     5.5701  6.2742e-05    0.14
cell(b)                7.7860     7.8566  4.9887e-03    0.91
cell(c)                5.4820     5.5597  6.0354e-03    1.42
-------------------------------------------------------------
Pr2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9695     0.9702  5.0268e-07    0.07
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3905     0.3895  9.1012e-07    0.24
cell(3_y)              0.1494     0.1510  2.4461e-06    1.05
cell(3_z)              0.3786     0.3811  6.4567e-06    0.67
cell(4_x)              0.3905     0.3894  1.2254e-06    0.28
cell(4_y)              0.1494     0.1508  2.0909e-06    0.97
cell(4_z)              0.3786     0.3812  6.9116e-06    0.69
cell(Volume)        1438.3050  1450.6760  1.5304e+02    0.86
cell(a)               11.2880    11.3203  1.0414e-03    0.29
cell(b)               11.2880    11.3203  1.0414e-03    0.29
cell(c)               11.2880    11.3203  1.0414e-03    0.29
-------------------------------------------------------------
SmFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4433     0.4699  7.0996e-04    6.01
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0131     0.0045  7.4771e-05   66.01
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5290     0.5277  1.6589e-06    0.24
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5947     0.5739  4.3306e-04    3.50
cell(4_x)              0.2008     0.2104  9.3026e-05    4.80
cell(4_y)              0.0497     0.0390  1.1378e-04   21.46
cell(4_z)              0.2996     0.2908  7.7229e-05    2.93
cell(5_x)              0.5290     0.5281  8.0282e-07    0.17
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5947     0.5741  4.2354e-04    3.46
cell(6_x)              0.2008     0.2103  9.0003e-05    4.72
cell(6_y)              0.0497     0.0392  1.1059e-04   21.16
cell(6_z)              0.2996     0.2909  7.6353e-05    2.92
cell(Volume)         233.0557   236.5995  1.2558e+01    1.52
cell(a)                5.5970     5.5486  2.3398e-03    0.86
cell(b)                7.7110     7.7686  3.3126e-03    0.75
cell(c)                5.4000     5.4889  7.9091e-03    1.65
-------------------------------------------------------------
Sm2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9685     0.9705  3.9125e-06    0.20
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3907     0.3897  1.0568e-06    0.26
cell(3_y)              0.1504     0.1510  3.3756e-07    0.39
cell(3_z)              0.3791     0.3811  3.9760e-06    0.53
cell(4_x)              0.3907     0.3895  1.4090e-06    0.30
cell(4_y)              0.1504     0.1509  2.0976e-07    0.30
cell(4_z)              0.3791     0.3812  4.3723e-06    0.55
cell(Volume)        1329.1858  1342.9389  1.8915e+02    1.03
cell(a)               10.9950    11.0328  1.4282e-03    0.34
cell(b)               10.9950    11.0328  1.4282e-03    0.34
cell(c)               10.9950    11.0328  1.4282e-03    0.34
-------------------------------------------------------------
TmFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0691     0.0410  7.8860e-04   40.64
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4810     0.4914  1.0858e-04    2.17
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4559     0.4498  3.7614e-05    1.35
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6148     0.6018  1.7012e-04    2.12
cell(4_x)              0.3057     0.2976  6.5772e-05    2.65
cell(4_y)              0.0587     0.0544  1.8284e-05    7.28
cell(4_z)              0.1907     0.2002  8.9908e-05    4.97
cell(5_x)              0.4559     0.4494  4.2237e-05    1.43
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6148     0.6020  1.6445e-04    2.09
cell(6_x)              0.3057     0.2978  6.1968e-05    2.58
cell(6_y)              0.0587     0.0546  1.6712e-05    6.96
cell(6_z)              0.1907     0.2002  9.1107e-05    5.01
cell(Volume)         222.0563   223.2983  1.5426e+00    0.56
cell(a)                5.5760     5.4657  1.2155e-02    1.98
cell(b)                7.5840     7.6463  3.8769e-03    0.82
cell(c)                5.2510     5.3430  8.4668e-03    1.75
-------------------------------------------------------------
Tm2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9661     0.9711  2.4612e-05    0.51
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3890     0.3899  8.8360e-07    0.24
cell(3_y)              0.1540     0.1510  8.9401e-06    1.94
cell(3_z)              0.3790     0.3810  3.9561e-06    0.52
cell(4_x)              0.3890     0.3898  5.9753e-07    0.20
cell(4_y)              0.1540     0.1509  9.7282e-06    2.03
cell(4_z)              0.3790     0.3811  4.4352e-06    0.56
cell(Volume)        1154.5848  1160.1912  3.1433e+01    0.49
cell(a)               10.4908    10.5078  2.8740e-04    0.16
cell(b)               10.4908    10.5078  2.8740e-04    0.16
cell(c)               10.4908    10.5078  2.8740e-04    0.16
-------------------------------------------------------------
YbFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0708     0.0408  9.0084e-04   42.39
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4806     0.4916  1.2067e-04    2.29
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4537     0.4506  9.4433e-06    0.68
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6169     0.6008  2.6034e-04    2.62
cell(4_x)              0.3077     0.2974  1.0654e-04    3.35
cell(4_y)              0.0599     0.0539  3.6349e-05   10.07
cell(4_z)              0.1886     0.2004  1.3969e-04    6.27
cell(5_x)              0.4537     0.4503  1.1840e-05    0.76
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6169     0.6010  2.5335e-04    2.58
cell(6_x)              0.3077     0.2976  1.0177e-04    3.28
cell(6_y)              0.0599     0.0541  3.4141e-05    9.75
cell(6_z)              0.1886     0.2005  1.4109e-04    6.30
cell(Volume)         221.1158   223.8409  7.4267e+00    1.23
cell(a)                5.5686     5.4703  9.6542e-03    1.76
cell(b)                7.5843     7.6498  4.2874e-03    0.86
cell(c)                5.2355     5.3490  1.2892e-02    2.17
-------------------------------------------------------------
Yb2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9675     0.9710  1.2532e-05    0.37
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3902     0.3899  7.2900e-08    0.07
cell(3_y)              0.1532     0.1510  4.8005e-06    1.43
cell(3_z)              0.3804     0.3810  3.5165e-07    0.16
cell(4_x)              0.3902     0.3898  1.9097e-07    0.11
cell(4_y)              0.1532     0.1509  5.3824e-06    1.51
cell(4_z)              0.3804     0.3811  5.0410e-07    0.19
cell(Volume)        1136.5858  1167.0364  9.2724e+02    2.68
cell(a)               10.4360    10.5284  8.5337e-03    0.89
cell(b)               10.4360    10.5284  8.5337e-03    0.89
cell(c)               10.4360    10.5284  8.5337e-03    0.89
-------------------------------------------------------------
YFeO3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.0680     0.0384  8.7569e-04   43.52
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4811     0.4925  1.2887e-04    2.36
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4614     0.4507  1.1548e-04    2.33
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6109     0.6007  1.0357e-04    1.67
cell(4_x)              0.3069     0.2979  8.1342e-05    2.94
cell(4_y)              0.0583     0.0537  2.1335e-05    7.92
cell(4_z)              0.1927     0.1999  5.1811e-05    3.74
cell(5_x)              0.4614     0.4503  1.2283e-04    2.40
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6109     0.6010  9.7891e-05    1.62
cell(6_x)              0.3069     0.2981  7.7124e-05    2.86
cell(6_y)              0.0583     0.0539  1.9589e-05    7.59
cell(6_z)              0.1927     0.1999  5.2143e-05    3.75
cell(Volume)         224.7610   225.9824  1.4918e+00    0.54
cell(a)                5.5957     5.4791  1.3606e-02    2.08
cell(b)                7.6046     7.6860  6.6183e-03    1.07
cell(c)                5.2819     5.3663  7.1156e-03    1.60
-------------------------------------------------------------
Y2O3                    ref        calc    error^2    %P.R.E.
cell(1_x)              0.0000     0.0000  0.0000e+00    0.00
cell(1_y)              0.0000     0.0000  0.0000e+00    0.00
cell(1_z)              0.0000     0.0000  0.0000e+00    0.00
cell(2_x)              0.2825     0.2783  1.7884e-05    1.50
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.0978     0.0989  1.2188e-06    1.13
cell(3_y)              0.3587     0.3597  1.0630e-06    0.29
cell(3_z)              0.1305     0.1309  1.6810e-07    0.31
cell(4_x)              0.0978     0.0990  1.4787e-06    1.24
cell(4_y)              0.3587     0.3599  1.3853e-06    0.33
cell(4_z)              0.1305     0.1310  2.8302e-07    0.41
cell(Volume)        1192.3311  1177.7008  2.1404e+02    1.23
cell(a)               10.6039    10.5603  1.8966e-03    0.41
cell(b)               10.6039    10.5603  1.8966e-03    0.41
cell(c)               10.6039    10.5603  1.8966e-03    0.41
-------------------------------------------------------------
Fe2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.0000     0.0000  0.0000e+00    0.00
cell(1_y)              0.0000     0.0000  0.0000e+00    0.00
cell(1_z)              0.0000     0.0000  0.0000e+00    0.00
cell(2_x)              0.2850     0.2781  4.6964e-05    2.40
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.1290     0.1402  1.2634e-04    8.71
cell(3_y)              0.1470     0.1308  2.6315e-04   11.04
cell(3_z)              0.9165     0.9009  2.4211e-04    1.70
cell(4_x)              0.1290     0.1400  1.2177e-04    8.55
cell(4_y)              0.1470     0.1310  2.5757e-04   10.92
cell(4_z)              0.9165     0.9008  2.4699e-04    1.71
cell(Volume)         828.7298   815.8992  1.6462e+02    1.55
cell(a)                9.3930     9.3443  2.3743e-03    0.52
cell(b)                9.3930     9.3443  2.3743e-03    0.52
cell(c)                9.3930     9.3443  2.3743e-03    0.52
-------------------------------------------------------------
GdFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4372     0.4648  7.6049e-04    6.31
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0156     0.0059  9.4478e-05   62.31
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5328     0.5353  6.3605e-06    0.47
